aX,aY,aZ,gX,gY,gZ
-0.231,-0.789,0.078,53.040,-9.521,-181.396
-0.203,-0.871,0.067,45.532,-12.512,-176.636
-0.186,-0.937,0.055,38.452,-14.954,-171.570
-0.172,-1.030,0.074,30.945,-16.785,-166.870
-0.141,-1.159,0.092,21.362,-17.761,-163.635
-0.066,-1.289,0.078,10.071,-18.616,-159.973
0.032,-1.414,0.064,2.686,-21.851,-150.330
0.096,-1.513,0.074,0.183,-27.832,-134.155
0.126,-1.598,0.085,-1.099,-33.630,-116.394
0.167,-1.643,0.116,-3.479,-34.241,-101.685
0.210,-1.666,0.149,-6.775,-30.396,-90.149
0.223,-1.684,0.147,-11.169,-23.865,-79.468
0.245,-1.714,0.154,-16.541,-17.517,-68.115
0.235,-1.703,0.175,-22.278,-14.893,-52.856
0.187,-1.716,0.202,-26.855,-17.212,-34.729
0.180,-1.704,0.153,-31.799,-19.592,-19.897
0.155,-1.679,0.130,-31.860,-24.109,-5.493
0.099,-1.639,0.131,-28.625,-28.259,8.667
0.075,-1.586,0.134,-25.696,-28.748,19.775
0.069,-1.519,0.163,-22.217,-26.489,27.405
0.062,-1.436,0.202,-18.127,-22.095,34.180
0.030,-1.354,0.221,-15.991,-16.174,39.490
0.000,-1.256,0.225,-17.761,-8.972,41.321
-0.057,-1.198,0.219,-21.667,-6.348,42.053
-0.073,-1.135,0.175,-25.269,-8.606,44.312
-0.092,-1.090,0.155,-24.353,-11.597,47.058
-0.111,-1.049,0.169,-20.996,-11.658,46.082
-0.116,-1.001,0.195,-16.846,-9.338,42.053
-0.109,-0.957,0.232,-12.634,-6.592,37.170
-0.108,-0.918,0.268,-10.254,-5.371,33.813
-0.118,-0.891,0.287,-9.766,-6.104,31.555
-0.124,-0.871,0.305,-11.169,-7.019,28.931
-0.113,-0.882,0.322,-12.634,-7.141,24.719
-0.085,-0.901,0.330,-14.648,-5.737,19.653
-0.069,-0.925,0.326,-15.808,-3.967,15.503
-0.067,-0.943,0.322,-14.648,-3.174,12.268
-0.058,-0.949,0.312,-12.756,-2.258,8.850
-0.042,-0.958,0.317,-11.108,-1.282,5.432
-0.014,-0.970,0.331,-10.803,-0.732,2.869
0.013,-1.000,0.346,-12.939,-0.305,2.136
0.020,-1.037,0.381,-15.381,0.244,3.052
0.013,-1.067,0.389,-18.311,0.122,3.662
0.049,-1.094,0.372,-22.949,0.488,2.625
-0.603,1.335,1.010,20.996,-10.742,134.338
-0.584,1.411,1.076,39.368,7.629,110.596
-0.564,1.424,1.152,50.903,22.156,88.684
-0.547,1.472,1.177,55.603,24.048,70.313
-0.546,1.546,1.211,54.749,21.729,60.425
-0.559,1.964,1.410,60.608,18.677,43.274
-0.539,1.975,1.564,95.093,28.625,-4.883
-0.307,1.743,1.671,125.549,46.570,-54.382
-0.125,1.552,1.694,132.324,60.791,-90.210
0.094,1.581,1.604,111.633,75.562,-105.896
0.210,1.476,1.520,95.703,74.585,-99.548
0.246,1.239,1.473,83.191,60.791,-80.505
0.219,0.990,1.356,60.425,47.424,-59.204
0.186,0.788,1.191,32.227,39.551,-41.992
0.171,0.605,1.036,7.080,35.767,-30.334
0.103,0.439,0.898,-12.329,29.724,-19.958
0.093,0.288,0.782,-24.170,20.813,-8.667
0.082,0.184,0.683,-26.855,10.986,0.854
0.061,0.133,0.633,-22.522,3.601,8.667
0.031,0.110,0.638,-13.000,-2.197,14.099
0.008,0.137,0.667,-1.953,-8.606,16.479
0.015,0.153,0.706,7.629,-14.648,15.564
0.036,0.187,0.743,13.611,-18.066,12.939
0.063,0.244,0.802,15.808,-15.686,10.803
0.040,0.300,0.851,15.930,-12.207,12.268
0.027,0.363,0.886,11.108,-9.827,15.198
0.012,0.419,0.910,4.333,-9.399,18.616
-0.004,0.461,0.942,-3.845,-8.728,20.935
-0.031,0.521,0.953,-11.963,-7.446,21.057
-0.052,0.583,0.939,-18.372,-5.676,19.409
-0.074,0.627,0.932,-23.987,-3.174,17.700
-0.091,0.670,0.892,-29.663,-1.526,15.198
-0.099,0.700,0.851,-36.316,0.916,12.939
-0.105,0.703,0.801,-40.955,2.197,11.597
-0.107,0.708,0.748,-42.419,2.258,10.498
-0.105,0.684,0.712,-42.480,3.357,9.888
-0.113,0.654,0.688,-39.978,3.296,8.667
-0.121,0.633,0.664,-35.828,3.845,6.226
-0.114,0.620,0.638,-30.273,5.798,2.991
-0.112,0.599,0.621,-22.217,7.690,0.122
-0.121,0.578,0.622,-12.634,8.667,-2.014
-0.125,0.564,0.631,-3.296,9.888,-4.578
-0.123,0.554,0.646,5.981,11.108,-8.057
-0.112,0.545,0.667,14.282,11.963,-11.536
-0.091,0.542,0.699,21.606,12.451,-14.404
-0.069,0.538,0.742,27.405,12.817,-16.418
-0.047,0.539,0.781,32.043,11.902,-16.968
-0.025,0.541,0.818,34.302,11.841,-16.541
-0.009,0.547,0.845,34.424,12.207,-15.381
0.001,0.547,0.860,33.081,12.451,-13.367
0.005,0.544,0.863,31.006,13.000,-11.108
0.003,0.537,0.855,28.564,13.550,-8.728
-0.010,0.528,0.827,26.733,14.526,-6.226
-0.025,0.527,0.792,27.832,17.151,-4.456
-0.054,0.519,0.781,32.593,20.447,-5.005
-0.092,0.512,0.811,39.795,22.522,-7.751
-0.113,0.504,0.852,46.936,23.376,-13.123
-0.077,0.540,0.811,52.551,22.217,-20.264
-0.119,0.585,0.749,61.462,19.958,-25.574
-0.056,0.546,0.768,80.505,12.207,-37.476
0.091,0.569,0.831,103.943,1.526,-51.331
0.162,0.528,1.026,121.826,-7.141,-53.284
0.101,0.504,1.133,125.000,-9.583,-51.208
0.100,0.495,1.119,121.643,-3.601,-54.932
0.165,0.404,1.166,128.052,3.906,-63.232
0.206,0.312,1.252,148.987,4.150,-65.308
0.220,0.248,1.327,181.213,-3.113,-64.636
0.236,0.283,1.437,207.520,-3.540,-68.848
0.269,0.358,1.634,220.825,8.789,-80.200
0.297,0.396,1.835,224.426,25.146,-94.849
0.425,0.406,1.990,216.736,41.077,-105.286
0.459,0.447,2.023,198.364,48.645,-100.037
0.442,0.476,2.090,174.500,46.692,-82.520
0.349,0.503,2.094,145.325,32.898,-62.012
0.264,0.421,1.929,107.544,19.775,-42.786
0.246,0.315,1.699,76.599,19.958,-32.104
0.214,0.182,1.512,69.275,26.672,-33.081
0.195,0.073,1.384,80.994,38.269,-38.879
0.151,0.004,1.265,107.300,56.580,-46.509
0.180,-0.022,1.172,142.761,78.552,-57.495
0.161,-0.016,1.212,175.232,96.130,-64.636
0.056,-0.002,1.178,193.787,92.346,-66.101
0.063,-0.036,1.092,199.951,80.200,-62.988
0.153,-0.099,1.055,205.383,74.219,-58.228
0.241,-0.178,1.038,211.182,73.120,-55.664
0.294,-0.220,1.020,214.050,79.834,-54.077
0.333,-0.289,1.016,213.257,94.482,-53.040
0.363,-0.313,0.983,211.914,111.389,-53.528
0.375,-0.344,0.928,211.121,129.395,-55.481
0.399,-0.352,0.816,210.022,148.743,-59.387
0.414,-0.383,0.738,209.229,167.053,-62.378
0.365,-0.384,0.652,208.618,180.847,-60.730
0.277,-0.376,0.567,213.135,187.012,-59.753
0.213,-0.367,0.500,216.980,187.500,-64.514
0.227,-0.372,0.434,216.125,182.617,-71.655
0.258,-0.409,0.358,217.407,172.546,-76.599
0.327,-0.473,0.288,220.154,162.598,-79.529
0.352,-0.490,0.232,226.929,156.982,-80.566
0.327,-0.471,0.217,234.924,155.029,-81.177
0.251,-0.433,0.243,239.319,154.297,-84.839
0.195,-0.382,0.274,234.375,151.062,-93.872
0.183,-0.360,0.274,219.604,142.578,-101.563
0.121,-0.396,0.263,200.256,129.089,-103.271
0.044,-0.446,0.176,179.443,110.962,-103.699
0.052,-0.526,0.104,162.415,90.210,-107.483
0.092,-0.585,0.036,151.367,70.129,-110.657
0.106,-0.651,0.017,149.780,53.101,-109.863
0.098,-0.682,0.031,155.701,42.297,-108.459
0.105,-0.672,0.074,165.649,36.926,-109.192
0.098,-0.643,0.138,174.194,35.889,-111.389
0.073,-0.595,0.208,177.246,35.217,-112.366
0.023,-0.525,0.266,173.462,33.936,-112.671
0.007,-0.477,0.302,164.001,30.823,-113.770
0.014,-0.445,0.311,148.193,27.954,-115.234
0.006,-0.442,0.295,128.662,23.987,-113.586
-0.014,-0.453,0.225,110.779,19.897,-107.666
-0.067,-0.451,0.142,98.999,16.113,-101.807
-0.159,-0.470,0.093,94.299,13.245,-99.182
-0.208,-0.475,0.079,94.482,11.047,-99.915
-0.446,1.208,1.012,-150.879,-14.893,185.852
-0.469,1.225,0.930,-165.405,-12.695,174.622
-0.502,1.215,0.836,-174.255,-13.184,163.818
-0.539,1.178,0.717,-171.082,-17.151,153.137
-0.560,1.178,0.608,-157.227,-21.179,140.381
-0.681,1.735,0.712,-134.521,-19.165,117.798
-0.757,1.916,0.904,-81.116,-1.038,55.542
-0.691,2.188,1.078,-26.489,30.273,-18.616
-0.488,2.109,1.143,2.808,55.481,-76.538
-0.223,2.072,1.151,-4.761,58.777,-100.769
-0.068,1.878,1.082,-24.170,43.274,-94.177
0.065,1.560,0.982,-32.349,30.518,-76.782
0.147,1.276,0.877,-34.119,27.771,-62.134
0.161,1.037,0.779,-34.790,30.640,-51.270
0.132,0.846,0.664,-32.410,32.349,-42.786
0.116,0.691,0.545,-28.381,31.555,-32.776
0.135,0.562,0.511,-25.757,30.518,-20.752
0.053,0.502,0.477,-25.452,19.653,-7.019
0.002,0.434,0.443,-26.489,6.592,8.850
-0.042,0.385,0.420,-24.902,-3.845,20.691
-0.041,0.359,0.424,-19.592,-9.705,25.208
-0.054,0.335,0.434,-12.207,-10.498,23.560
-0.031,0.363,0.443,-3.113,-7.812,17.334
-0.046,0.436,0.476,6.592,-5.615,10.498
-0.049,0.535,0.562,14.038,-5.249,6.836
-0.071,0.650,0.625,12.329,-9.827,5.676
-0.067,0.772,0.663,2.563,-15.747,6.348
-0.067,0.871,0.679,-10.315,-18.494,8.118
-0.075,0.947,0.678,-21.362,-17.639,10.254
-0.084,0.995,0.657,-30.823,-13.062,12.512
-0.097,1.025,0.625,-39.490,-6.470,14.771
-0.123,1.027,0.570,-46.326,-0.916,17.456
-0.155,1.011,0.506,-49.866,2.991,20.203
-0.181,0.982,0.445,-49.500,5.188,21.973
-0.205,0.929,0.401,-47.241,6.348,23.132
-0.227,0.869,0.359,-44.250,6.348,23.254
-0.242,0.814,0.323,-38.269,5.249,20.874
-0.245,0.771,0.297,-29.236,3.845,16.296
-0.247,0.736,0.287,-17.822,2.136,11.047
-0.250,0.717,0.296,-5.615,0.610,5.798
-0.247,0.719,0.330,6.348,-1.404,0.488
-0.228,0.740,0.381,15.991,-3.601,-4.211
-0.203,0.762,0.442,22.339,-5.310,-7.812
-0.183,0.784,0.509,25.024,-6.348,-9.949
-0.167,0.803,0.575,24.780,-5.493,-11.841
-0.143,0.830,0.608,21.667,-3.357,-14.648
-0.109,0.853,0.620,17.761,-0.732,-16.479
-0.085,0.869,0.631,14.099,0.549,-15.503
-0.073,0.881,0.638,9.888,0.793,-11.536
-0.083,0.892,0.654,4.700,0.977,-6.226
-0.088,0.921,0.656,-0.427,2.014,-1.282
-0.090,0.951,0.638,-3.357,3.052,3.418
-0.115,0.953,0.638,-5.615,3.052,8.362
-0.121,0.940,0.640,-9.399,1.770,12.024
-0.104,0.937,0.632,-12.695,-0.122,15.991
-0.104,1.016,0.629,-8.667,-3.662,20.935
-0.137,1.116,0.664,1.465,-8.728,24.719
-0.165,1.221,0.669,9.277,-13.428,27.527
-0.193,1.365,0.671,15.991,-16.785,31.982
-0.261,1.466,0.714,28.259,-20.874,38.513
-0.352,1.558,0.810,43.213,-28.015,44.373
-0.461,1.559,0.804,66.162,-42.053,43.091
-0.633,1.424,0.928,113.037,-59.570,23.193
-0.544,1.409,1.216,154.846,-58.533,-25.330
-0.389,1.486,1.053,145.752,-40.527,-82.886
-0.175,1.382,0.955,147.644,-8.240,-126.709
-0.050,1.248,1.067,173.401,14.160,-155.579
0.031,1.169,1.201,196.838,27.100,-170.654
0.129,1.078,1.237,202.576,43.579,-173.340
0.224,0.956,1.223,201.965,61.707,-171.814
0.299,0.844,1.251,207.581,76.660,-171.021
0.351,0.813,1.268,218.994,84.839,-169.678
0.394,0.728,1.313,229.126,94.116,-164.978
0.433,0.654,1.384,235.535,104.553,-159.424
0.425,0.584,1.406,236.938,111.633,-152.039
0.419,0.562,1.350,233.154,117.310,-143.127
0.426,0.499,1.285,227.844,123.230,-133.240
0.445,0.428,1.238,222.351,125.244,-121.765
0.454,0.400,1.171,220.337,121.399,-106.140
0.441,0.383,1.093,218.811,113.098,-87.158
0.419,0.367,1.049,210.449,107.910,-68.848
0.393,0.363,1.012,196.228,105.652,-53.589
0.370,0.314,0.957,179.932,104.004,-40.222
0.371,0.251,0.868,165.894,107.971,-27.771
0.360,0.141,0.682,165.894,123.474,-21.667
0.288,0.034,0.334,188.843,159.790,-30.029
0.175,0.031,0.030,249.268,219.360,-59.937
0.110,0.091,0.025,326.721,280.029,-111.328
0.020,0.282,0.234,380.981,312.927,-155.945
-0.143,0.555,0.271,395.752,298.157,-172.363
-0.260,0.737,0.186,376.282,250.732,-166.992
-0.363,0.804,0.065,334.595,192.444,-155.151
-0.419,0.686,-0.270,290.894,138.062,-146.729
-0.539,0.468,-0.607,280.579,110.168,-150.208
-0.590,0.283,-0.838,315.125,112.793,-180.603
-0.638,0.115,-0.743,376.038,131.897,-231.628
-0.666,0.010,-0.415,430.542,147.705,-286.682
-0.539,-0.047,0.032,453.125,142.700,-327.881
-0.398,-0.080,0.424,434.326,109.436,-340.942
-0.282,-0.155,0.670,374.573,63.965,-328.125
-0.178,-0.368,0.755,297.180,23.743,-302.246
-0.056,-0.629,0.611,228.943,-2.258,-276.794
0.076,-0.862,0.361,186.462,-10.498,-256.592
0.107,-1.034,0.175,174.438,-2.197,-242.920
0.097,-1.099,0.102,182.678,14.771,-237.061
0.103,-1.085,0.130,189.941,29.663,-234.741
0.178,-1.072,0.199,181.396,35.950,-227.783
0.141,-1.176,0.201,157.104,31.616,-208.679
0.238,-1.253,0.182,122.620,20.203,-187.683
0.347,-1.337,0.039,88.135,1.770,-168.396
0.400,-1.478,-0.093,61.646,-7.568,-139.404
0.368,-1.575,-0.192,51.025,-13.794,-114.685
0.379,-1.579,-0.181,56.091,-12.695,-97.961
0.344,-1.507,-0.101,64.453,-11.108,-81.482
0.270,-1.411,-0.006,66.528,-10.376,-62.073
0.192,-1.306,0.079,60.364,-11.414,-44.556
0.104,-1.202,0.138,48.706,-11.475,-28.870
0.003,-1.097,0.146,35.461,-9.521,-15.015
-0.130,-0.998,0.100,25.635,-7.629,-5.127
-0.335,1.500,0.196,-24.170,-19.470,34.180
0.122,0.723,-0.076,-26.123,-25.879,29.114
0.028,1.658,-0.236,-50.415,-46.265,10.498
0.064,1.471,0.076,-17.151,-43.152,3.235
0.124,1.237,0.136,29.968,-25.635,14.343
0.165,1.414,0.141,39.246,-11.108,5.615
0.171,1.435,0.222,34.912,-1.953,-4.211
0.205,1.461,0.213,28.076,5.371,-4.456
0.212,1.438,0.176,17.517,9.827,0.977
0.185,1.385,0.179,6.958,11.169,8.423
0.155,1.378,0.157,-0.427,9.033,14.038
0.108,1.370,0.155,-2.991,5.676,14.893
0.068,1.361,0.171,-2.380,3.296,10.071
0.032,1.366,0.157,-3.418,0.488,3.296
0.006,1.380,0.136,-6.470,-2.319,-2.319
-0.019,1.346,0.120,-9.216,-4.395,-5.920
-0.021,1.260,0.092,-10.620,-5.249,-7.385
0.001,1.236,0.033,-5.188,-5.249,-5.920
-0.001,1.211,-0.048,6.104,-2.991,-5.005
-0.023,1.212,-0.059,16.418,5.554,-5.127
-0.087,1.224,-0.030,25.818,14.832,-6.836
-0.144,1.224,0.007,34.424,19.043,-9.521
-0.172,1.227,0.031,38.696,18.066,-13.428
-0.183,1.241,0.054,40.100,11.414,-16.541
-0.172,1.229,0.081,39.673,4.395,-18.677
-0.150,1.204,0.083,37.476,-1.831,-21.057
-0.099,1.184,0.081,36.133,-8.240,-23.743
-0.128,1.160,0.026,38.818,-18.799,-25.452
-0.069,1.141,0.000,41.931,-19.226,-27.649
-0.024,1.141,-0.016,46.509,-13.916,-30.151
-0.046,1.120,-0.025,56.824,-10.742,-34.973
-0.036,1.151,-0.005,70.862,-6.042,-45.410
-0.007,1.206,0.027,87.219,-1.831,-58.167
0.000,1.231,0.068,105.164,1.221,-70.984
-0.008,1.259,0.114,122.253,3.113,-83.923
-0.036,1.270,0.161,137.268,4.944,-97.107
-0.043,1.250,0.196,149.048,7.446,-112.183
-0.050,1.263,0.222,162.476,8.423,-127.319
-0.031,1.271,0.175,181.702,4.333,-139.404
-0.044,1.231,0.154,203.674,-1.831,-149.048
-0.246,1.094,0.230,228.699,-5.066,-160.950
0.149,0.979,0.294,260.742,-15.137,-182.800
0.358,1.053,0.263,289.368,-19.165,-175.476
0.229,0.943,0.240,314.392,-4.578,-157.166
0.057,0.855,0.273,344.421,20.935,-159.851
0.024,0.752,0.319,379.944,45.349,-189.392
0.119,0.688,0.436,408.691,70.618,-221.130
0.207,0.594,0.539,425.354,89.966,-240.723
0.248,0.497,0.607,434.387,96.130,-248.962
0.314,0.401,0.602,442.932,94.299,-249.207
0.353,0.303,0.541,454.102,96.680,-243.591
0.342,0.174,0.516,468.872,106.201,-240.417
0.305,0.048,0.546,483.826,117.432,-245.178
0.286,0.010,0.591,492.859,127.808,-252.930
0.322,-0.034,0.627,493.469,137.878,-256.348
0.354,-0.053,0.674,485.962,146.729,-255.676
0.331,0.009,0.668,475.037,155.334,-253.845
0.253,0.093,0.647,456.421,163.147,-253.967
0.149,0.102,0.616,428.528,167.908,-252.808
0.024,0.082,0.641,396.179,166.016,-250.305
-0.110,0.052,0.593,356.995,152.344,-246.643
-0.186,0.018,0.441,313.660,132.446,-241.943
-0.244,-0.088,0.307,275.146,112.671,-237.244
-0.311,-0.198,0.198,247.009,92.224,-234.558
-0.334,-0.269,0.052,231.750,73.425,-231.628
-0.354,-0.292,-0.027,230.408,63.416,-230.225
-0.410,-0.308,-0.016,236.206,61.829,-233.704
-0.419,-0.313,0.014,240.051,65.186,-240.784
-0.422,-0.310,0.094,237.244,68.604,-245.667
-0.407,-0.341,0.159,227.234,67.932,-244.141
-0.405,-0.412,0.211,210.144,64.697,-236.694
-0.453,-0.522,0.247,189.453,59.021,-226.746
-0.466,-0.645,0.127,171.265,45.532,-216.736
-0.456,-0.686,-0.032,161.011,27.283,-204.651
-0.503,-0.758,-0.142,157.776,7.751,-188.538
-0.446,-0.772,-0.240,149.292,-6.104,-181.335
-0.308,-0.838,-0.164,131.470,-6.592,-178.101
-0.051,-0.937,-0.126,109.253,0.061,-177.307
0.178,-1.048,-0.114,79.834,14.221,-171.021
0.251,-1.165,-0.173,51.208,23.499,-154.541
0.242,-1.310,-0.289,27.283,24.658,-131.409
0.199,-1.501,-0.453,7.507,17.883,-108.032
0.161,-1.708,-0.600,-5.859,3.906,-85.510
0.119,-1.839,-0.622,-10.071,-12.817,-67.444
0.130,-1.909,-0.553,-9.460,-28.564,-56.824
0.235,-1.892,-0.431,-8.118,-37.109,-51.636
0.326,-1.831,-0.261,-7.385,-39.490,-45.288
0.347,-1.739,-0.113,-13.428,-37.170,-36.133
0.334,-1.695,-0.044,-29.480,-32.532,-27.954
0.319,-1.703,-0.068,-51.331,-28.137,-20.020
0.340,-1.737,-0.122,-65.002,-24.353,-9.949
0.302,-1.737,-0.161,-64.270,-23.193,4.517
0.235,-1.695,-0.139,-52.612,-21.240,18.982
0.183,-1.599,-0.064,-37.720,-16.724,26.733
0.134,-1.486,0.031,-26.367,-11.108,30.029
0.065,-1.379,0.125,-18.982,-9.216,33.936
-0.015,-1.272,0.219,-13.428,-11.108,37.720
-0.018,-1.176,0.290,-13.428,-12.207,36.682
0.001,-1.112,0.336,-18.799,-11.536,34.607
-0.001,-1.062,0.326,-25.146,-10.376,34.790
-0.024,-1.024,0.297,-27.771,-6.958,35.706
-0.065,-0.991,0.259,-23.987,-1.404,33.691
-0.078,-0.953,0.241,-18.494,6.470,27.222
-0.081,-0.917,0.250,-14.038,12.756,19.592
-0.048,-0.933,0.214,-13.428,16.296,13.977
-0.121,-0.999,0.196,-11.597,17.273,12.756
-0.202,-1.002,0.135,-3.052,13.489,9.705
-0.134,-0.976,0.093,5.310,10.315,-0.488
-0.075,-0.969,0.099,8.789,8.789,-8.606
-0.027,-0.960,0.124,8.545,4.822,-11.475
0.008,-0.952,0.138,3.967,0.122,-10.864
0.036,-0.959,0.131,-3.296,-3.601,-8.606
0.037,-0.992,0.106,-9.155,-4.944,-6.226
0.041,-1.015,0.065,-11.536,-4.150,-4.700
0.043,-1.029,0.039,-11.169,-1.770,-4.150
0.064,-1.030,0.034,-9.155,-0.488,-2.808
0.070,-1.042,0.048,-5.920,0.000,0.183
0.047,-1.063,0.066,-2.869,-0.488,3.418
0.013,-1.055,0.053,-0.854,-3.296,5.310
-0.385,2.292,-0.105,-46.265,70.435,127.808
-0.472,2.277,-0.154,-53.345,66.650,115.906
-0.535,2.206,-0.218,-60.364,60.425,101.013
-0.576,2.120,-0.266,-65.979,52.979,82.214
-0.587,2.031,-0.309,-67.993,41.504,61.523
-0.560,1.932,-0.338,-64.514,28.809,42.603
-0.520,1.839,-0.354,-56.458,17.944,26.184
-0.490,1.743,-0.353,-44.128,7.507,11.353
-0.455,1.662,-0.344,-29.297,-1.465,-2.808
-0.395,1.586,-0.309,-13.550,-8.240,-17.517
-0.323,1.529,-0.256,1.953,-14.282,-31.860
-0.239,1.466,-0.196,16.846,-19.897,-44.006
-0.171,1.421,-0.122,30.273,-23.682,-51.025
-0.151,1.388,-0.025,41.870,-27.527,-55.054
-0.109,1.366,0.037,45.288,-30.518,-59.875
-0.058,1.345,0.086,44.312,-33.203,-62.683
-0.021,1.308,0.112,44.922,-36.865,-62.195
0.033,1.281,0.089,50.110,-39.124,-59.448
0.042,1.239,0.088,62.561,-40.039,-59.448
0.106,1.288,0.105,78.918,-36.621,-56.824
0.083,1.256,0.121,96.252,-32.288,-51.453
0.037,1.245,0.094,114.929,-30.884,-50.659
0.007,1.270,0.065,136.841,-25.879,-52.551
-0.081,1.257,0.053,166.687,-23.376,-57.617
-0.172,1.164,0.025,207.275,-29.236,-71.533
-0.125,1.083,0.056,255.737,-35.645,-93.872
-0.063,1.043,0.232,301.758,-37.781,-113.831
-0.000,0.951,0.208,335.693,-35.400,-122.070
0.060,0.922,0.141,381.226,-24.353,-121.521
0.081,0.806,0.241,446.716,-8.362,-121.094
0.064,0.632,0.399,512.573,11.719,-123.840
0.145,0.512,0.530,578.552,38.208,-129.822
0.325,0.439,0.784,634.827,76.477,-139.893
0.481,0.331,1.131,668.579,121.765,-150.574
0.711,0.213,1.310,680.237,168.762,-161.987
0.997,0.117,1.515,681.580,219.727,-167.847
1.170,0.032,1.729,677.002,259.705,-163.025
1.181,0.021,1.826,660.217,280.579,-145.386
1.113,0.083,1.800,627.258,294.617,-118.774
0.965,0.142,1.782,587.036,303.650,-90.088
0.603,0.302,1.586,551.331,300.903,-65.613
0.099,0.409,1.401,518.066,286.255,-53.528
-0.178,0.512,1.310,469.971,265.015,-59.204
-0.141,0.565,1.206,402.039,231.506,-67.261
-0.012,0.493,1.074,327.820,186.829,-60.547
0.041,0.344,0.960,260.437,143.921,-46.143
0.012,0.112,0.859,210.083,115.784,-35.400
-0.005,-0.059,0.717,176.880,105.469,-35.400
0.028,-0.161,0.600,166.199,110.046,-45.715
0.018,-0.181,0.642,176.270,121.399,-60.120
0.052,-0.140,0.776,187.439,139.343,-78.735
0.066,-0.059,0.878,181.580,154.968,-96.680
0.011,-0.004,0.934,157.349,157.349,-104.492
-0.115,0.001,0.889,120.056,147.949,-104.187
-0.140,-0.036,0.667,78.064,129.944,-106.262
-0.109,-0.143,0.425,45.227,112.305,-108.826
-0.096,-0.263,0.223,33.386,98.877,-109.863
-0.053,-0.348,-0.030,34.790,95.825,-111.694
-0.074,-0.352,-0.195,56.213,102.295,-111.145
-0.018,-0.190,-0.235,93.872,112.793,-113.281
-0.245,-0.156,-0.341,126.648,121.094,-116.699
-0.333,0.218,-0.441,150.024,127.441,-138.367
-0.518,0.480,-0.518,170.288,114.197,-159.729
-0.625,0.698,-0.621,174.500,101.257,-178.101
-0.678,0.825,-0.665,164.795,87.341,-199.036
-0.805,0.724,-0.694,152.100,66.345,-217.285
-0.879,0.493,-0.763,134.888,45.349,-234.131
-0.876,0.203,-0.821,121.704,24.963,-249.817
-0.873,-0.115,-0.776,119.934,6.470,-260.620
-0.842,-0.405,-0.677,123.962,-1.221,-270.691
-0.771,-0.661,-0.535,128.052,0.183,-281.372
-0.657,-0.917,-0.343,127.136,6.470,-288.147
-0.552,-1.145,-0.195,118.042,10.376,-286.743
-0.440,-1.394,-0.036,99.365,8.240,-276.855
-0.303,-1.649,0.030,71.777,-0.305,-259.888
-0.111,-1.876,0.036,41.809,-12.329,-238.342
0.054,-2.110,0.059,16.663,-22.217,-212.830
0.156,-2.246,0.077,-0.977,-28.931,-184.204
0.268,-2.295,0.089,-8.789,-31.677,-156.006
0.345,-2.298,0.116,-11.719,-25.696,-130.798
0.343,-2.266,0.127,-16.541,-13.977,-107.422
0.314,-2.198,0.109,-20.996,-2.747,-82.703
0.230,-2.108,0.067,-24.231,4.944,-56.824
0.111,-2.013,0.003,-26.917,8.057,-33.997
0.029,-1.898,-0.054,-31.860,8.789,-17.273
-0.003,-1.789,-0.099,-37.354,5.737,-3.784
-0.011,-1.679,-0.137,-44.556,-0.549,8.850
-0.016,-1.584,-0.169,-51.086,-7.568,22.217
-0.030,-1.510,-0.211,-54.260,-13.184,34.363
-0.031,-1.427,-0.262,-52.856,-13.672,42.236
-0.041,-1.330,-0.283,-46.936,-9.460,46.387
-0.063,-1.235,-0.277,-38.940,-4.395,48.706
-0.100,-1.144,-0.254,-31.433,-0.732,49.133
-0.113,-1.068,-0.214,-26.978,-0.061,47.668
-0.097,-1.043,-0.148,-27.893,-0.183,45.471
-0.097,-1.044,-0.116,-31.982,-3.235,43.579
-0.124,-1.070,-0.109,-35.767,-7.446,41.992
-0.166,-1.095,-0.100,-34.241,-12.939,39.673
-0.175,-1.085,-0.099,-26.733,-17.700,35.217
-0.157,-1.053,-0.054,-18.127,-19.958,29.724
-0.123,-0.995,0.026,-11.658,-21.362,24.353
-0.109,-0.943,0.109,-9.888,-23.132,21.912
-0.092,-0.915,0.171,-14.404,-25.208,20.447
-0.036,-0.961,0.184,-22.949,-26.489,19.714
-0.058,-1.015,0.197,-27.527,-25.391,21.606
-0.064,-1.042,0.186,-23.315,-24.048,21.545
-0.047,-1.037,0.203,-19.104,-19.165,18.738
-0.031,-1.026,0.246,-17.639,-13.184,17.578
-0.005,-1.002,0.297,-19.836,-9.583,18.616
0.012,-0.989,0.323,-27.954,-7.874,21.545
-0.021,-1.011,0.318,-39.612,-7.568,25.146
-0.089,-1.035,0.301,-49.683,-9.583,27.100
-0.079,-1.029,0.265,-56.946,-12.878,25.513
-0.021,-1.027,0.241,-63.904,-16.174,24.780
0.034,-1.035,0.251,-68.420,-19.348,27.710
0.052,-1.025,0.288,-72.266,-20.508,32.288
0.062,-0.997,0.335,-78.735,-19.104,35.278
0.081,-0.963,0.382,-89.722,-17.090,37.598
0.113,-0.936,0.423,-105.469,-16.052,41.382
1.016,0.547,1.491,565.369,234.619,-228.333
1.367,0.551,1.738,567.078,278.931,-214.600
1.627,0.598,1.814,553.833,318.420,-192.444
1.495,0.801,1.653,531.067,346.130,-163.818
1.017,1.090,1.333,512.756,369.629,-132.874
0.197,1.151,0.862,509.094,394.104,-114.380
