aX,aY,aZ,gX,gY,gZ
0.264,-0.387,0.896,289.185,113.892,-42.297
0.286,-0.403,1.077,284.424,112.000,-43.518
0.310,-0.400,1.287,263.855,96.191,-41.016
0.361,-0.399,1.475,228.394,71.228,-36.682
0.409,-0.394,1.521,180.969,43.579,-31.311
0.434,-0.419,1.424,132.751,22.278,-26.001
0.423,-0.456,1.230,94.788,13.794,-22.156
0.392,-0.488,1.062,72.266,16.296,-18.311
0.336,-0.490,0.952,61.523,22.217,-14.343
0.278,-0.487,0.906,55.725,23.865,-10.376
0.265,-0.474,0.914,50.171,18.066,-7.629
0.391,-0.379,1.929,-176.086,-2.441,2.441
0.423,-0.411,1.907,-228.149,-13.916,7.874
0.421,-0.445,1.848,-281.555,-29.175,15.747
0.420,-0.491,1.770,-336.121,-45.532,22.888
0.444,-0.507,1.654,-388.611,-60.974,28.870
0.477,-0.542,1.619,-436.035,-74.524,34.973
0.451,-0.572,1.483,-482.178,-88.745,42.236
0.476,-0.544,1.421,-523.376,-99.182,51.514
0.439,-0.558,1.474,-560.425,-110.657,61.646
0.423,-0.564,1.422,-605.591,-128.357,70.801
0.397,-0.576,1.294,-652.466,-149.719,79.224
0.360,-0.647,1.119,-695.312,-170.837,86.121
0.310,-0.699,0.815,-730.591,-193.176,91.187
0.253,-0.670,0.336,-750.244,-217.407,94.788
0.171,-0.587,-0.179,-746.094,-243.713,98.022
0.080,-0.434,-0.610,-715.637,-270.691,98.755
-0.026,-0.290,-0.966,-669.556,-288.879,90.637
-0.161,-0.106,-1.317,-609.985,-288.879,73.792
-0.168,0.058,-1.349,-531.311,-262.390,51.941
-0.271,0.187,-1.439,-444.092,-226.379,31.067
-0.213,0.342,-1.389,-357.727,-175.781,16.235
-0.203,0.483,-1.287,-273.926,-123.291,7.446
-0.220,0.605,-1.167,-199.951,-77.087,3.052
-0.206,0.628,-0.982,-138.550,-37.964,-0.427
-0.136,0.676,-0.851,-94.177,-17.273,-2.258
-0.090,0.748,-0.639,-62.134,-18.616,4.272
-0.154,0.835,-0.462,-42.358,-30.273,16.418
-0.210,0.930,-0.321,-28.503,-36.255,24.536
-0.286,0.979,-0.153,-13.550,-34.729,27.100
-0.305,1.045,-0.041,-1.648,-28.320,25.269
-0.262,1.074,0.035,6.592,-17.456,19.226
-0.188,1.062,0.042,10.925,-3.662,13.550
-0.118,1.021,-0.054,12.756,11.475,11.047
-0.098,0.989,-0.189,16.602,23.499,12.512
-0.153,0.980,-0.283,23.560,30.762,16.052
-0.230,1.011,-0.339,31.067,34.241,19.958
-0.332,1.054,-0.307,37.964,35.278,22.583
-0.469,1.119,-0.223,40.100,32.288,22.278
-0.577,1.162,-0.167,36.865,24.719,19.043
-0.575,1.158,-0.154,30.029,18.066,10.315
-0.505,1.095,-0.188,22.949,14.282,0.854
-0.424,1.029,-0.222,17.334,11.597,-4.944
-0.360,0.957,-0.278,12.756,8.911,-7.996
-0.309,0.902,-0.348,9.644,7.385,-8.972
-0.272,0.869,-0.390,10.742,7.446,-8.728
-0.243,0.857,-0.398,15.686,9.338,-7.446
-0.235,0.872,-0.339,23.315,12.268,-5.676
-0.241,0.893,-0.245,29.114,15.625,-3.845
-0.266,0.918,-0.165,30.212,15.808,-2.136
-0.278,0.940,-0.111,26.917,12.878,-0.305
-0.267,0.948,-0.092,20.569,8.484,0.366
-0.243,0.953,-0.104,13.489,4.822,0.305
-0.223,0.944,-0.138,7.141,3.662,0.793
-0.213,0.937,-0.184,2.258,4.639,1.221
-0.218,0.933,-0.244,0.427,5.737,1.770
-0.220,0.935,-0.311,1.526,7.629,2.563
-0.227,0.941,-0.362,6.287,10.742,3.296
-0.238,0.954,-0.368,13.855,14.343,3.906
-0.251,0.973,-0.349,22.888,17.578,4.272
-0.255,0.985,-0.302,30.273,20.386,4.700
-0.271,1.005,-0.283,34.241,21.240,5.615
-0.289,1.012,-0.283,36.621,20.935,6.592
-0.275,1.017,-0.278,38.818,19.409,6.653
-0.256,1.008,-0.288,41.138,17.761,7.385
-0.239,1.008,-0.309,44.495,18.433,8.972
-0.248,1.005,-0.311,50.049,21.240,10.376
-0.260,1.012,-0.280,57.251,24.292,11.475
-0.296,1.014,-0.279,64.575,25.452,13.062
-0.325,1.007,-0.286,72.205,25.146,13.855
-0.359,0.996,-0.275,80.750,23.315,14.099
-0.388,0.976,-0.233,90.271,21.179,13.794
-0.399,0.946,-0.201,99.365,19.165,12.817
-0.398,0.908,-0.202,107.971,16.907,10.925
-0.388,0.858,-0.231,119.446,16.846,8.972
-0.371,0.803,-0.265,136.475,20.630,7.019
-0.350,0.736,-0.311,159.241,28.992,4.456
-0.308,0.670,-0.319,188.293,41.809,1.221
-0.263,0.604,-0.297,222.229,58.777,-1.160
-0.219,0.545,-0.239,257.324,79.773,-2.869
-0.180,0.489,-0.160,292.297,103.271,-4.089
-0.142,0.447,-0.059,325.256,124.512,-4.822
-0.117,0.408,0.073,354.980,142.883,-4.578
-0.122,0.366,0.222,379.883,157.715,-3.784
-0.124,0.341,0.356,398.865,170.105,-4.150
-0.136,0.311,0.493,412.781,180.603,-7.141
-0.124,0.290,0.635,423.218,188.904,-12.207
-0.046,0.277,0.778,428.955,195.312,-18.555
0.004,0.241,0.921,427.429,198.914,-23.621
0.061,0.246,1.045,417.114,198.486,-26.672
0.105,0.242,1.165,399.658,192.932,-28.015
0.142,0.252,1.283,376.160,184.082,-28.015
0.162,0.266,1.371,346.619,173.096,-26.062
0.191,0.269,1.389,310.852,162.415,-23.743
0.181,0.274,1.374,270.752,149.292,-20.813
0.146,0.277,1.340,231.079,131.165,-17.395
0.114,0.274,1.292,192.627,111.389,-14.282
0.108,0.269,1.230,156.311,91.797,-12.085
0.121,0.259,1.165,124.939,72.876,-11.475
0.125,0.235,1.012,98.328,57.007,-12.085
0.111,0.176,0.859,81.726,45.959,-12.878
0.117,0.122,0.739,79.651,41.260,-13.794
0.155,0.088,0.629,88.867,44.067,-13.428
0.161,0.073,0.573,103.027,52.185,-12.451
0.149,0.058,0.596,118.958,59.143,-12.512
0.149,0.056,0.620,132.019,61.829,-12.634
0.133,0.054,0.668,140.259,58.228,-12.817
0.119,0.046,0.737,146.301,49.927,-13.916
0.116,0.035,0.834,148.804,41.992,-15.015
0.142,0.023,0.910,145.691,34.851,-16.663
0.182,0.005,0.945,138.367,27.954,-17.883
0.214,-0.024,0.943,129.272,20.935,-18.005
0.210,-0.029,0.840,121.643,16.235,-16.602
0.187,-0.046,0.768,121.216,19.165,-17.334
0.165,-0.079,0.723,127.869,27.161,-20.081
0.135,-0.096,0.700,135.986,31.860,-22.461
0.111,-0.122,0.749,143.860,31.189,-23.987
0.105,-0.142,0.857,147.095,24.536,-25.208
0.143,-0.165,0.968,142.761,12.268,-25.940
0.188,-0.208,1.048,131.836,-1.587,-25.696
-0.641,0.722,1.717,121.704,-24.597,41.504
-0.631,0.693,2.148,146.606,-33.569,25.269
-0.507,0.715,2.519,134.583,-42.969,7.141
-0.372,0.722,2.649,85.388,-44.434,-12.146
-0.330,0.624,2.355,16.357,-37.537,-28.137
-0.277,0.472,1.907,-40.283,-9.705,-39.795
-0.195,0.324,1.561,-73.242,20.691,-48.889
-0.132,0.196,1.263,-88.867,35.645,-53.772
-0.086,0.118,1.011,-96.863,36.621,-51.392
-0.048,0.088,0.819,-96.924,33.997,-41.687
-0.047,0.083,0.678,-88.684,31.677,-30.151
-0.085,0.084,0.583,-74.158,32.349,-19.653
-0.127,0.099,0.527,-55.359,38.330,-11.780
-0.161,0.105,0.524,-34.119,46.997,-6.775
-0.209,0.125,0.580,-14.526,53.894,-4.578
-0.243,0.151,0.657,0.793,56.274,-4.211
-0.228,0.185,0.734,9.644,55.420,-3.479
-0.214,0.222,0.798,11.475,50.415,-2.075
-0.212,0.259,0.854,8.484,42.419,-1.038
-0.213,0.293,0.899,3.967,33.142,-0.732
-0.203,0.312,0.932,-0.061,24.597,-1.038
-0.201,0.321,0.950,-3.601,17.456,-1.953
-0.245,0.316,0.997,-5.981,12.329,-3.662
-0.283,0.320,1.067,-6.165,9.094,-8.423
-0.291,0.302,1.148,-5.615,8.118,-15.076
-0.225,0.259,1.224,-6.470,10.437,-19.897
-0.160,0.211,1.298,-8.484,13.245,-20.996
-0.128,0.186,1.363,-11.719,15.747,-18.555
-0.101,0.207,1.413,-14.648,17.944,-14.832
-0.110,0.246,1.465,-17.273,19.897,-10.315
-0.193,0.301,1.526,-21.118,22.766,-6.348
-0.246,0.360,1.613,-25.024,27.161,-6.958
-0.230,0.395,1.689,-29.480,33.569,-11.597
-0.194,0.406,1.722,-36.987,43.030,-15.686
-0.164,0.403,1.686,-45.776,55.237,-16.907
-0.138,0.411,1.597,-52.185,66.956,-14.954
-0.128,0.425,1.468,-54.138,79.346,-13.611
-0.125,0.427,1.340,-48.462,96.497,-13.672
-0.073,0.433,1.246,-35.278,116.699,-16.052
-0.017,0.459,1.204,-19.714,134.094,-18.860
0.037,0.472,1.201,-7.263,144.836,-19.165
0.064,0.478,1.190,-3.296,147.400,-17.883
0.068,0.456,1.178,-6.653,141.479,-18.188
0.082,0.418,1.163,-12.573,129.639,-20.569
0.139,0.395,1.148,-17.700,116.638,-23.315
0.211,0.369,1.141,-21.240,105.286,-24.719
0.308,0.352,1.171,-21.851,95.093,-24.475
0.435,0.345,1.234,-21.545,84.167,-21.545
0.590,0.364,1.329,-23.132,74.402,-13.916
0.656,0.411,1.396,-30.518,68.665,-1.221
0.594,0.430,1.398,-45.471,67.322,13.062
0.482,0.427,1.329,-63.904,68.970,23.743
0.390,0.394,1.221,-83.130,71.533,27.344
0.362,0.365,1.076,-101.257,72.021,24.658
0.400,0.356,1.042,-113.647,66.956,19.653
0.535,0.287,1.031,-127.930,52.124,17.639
0.726,0.250,1.014,-150.391,28.381,20.935
0.809,0.195,0.965,-177.185,2.930,31.250
0.775,0.160,0.818,-208.252,-18.005,45.410
0.708,0.156,0.660,-234.253,-35.645,56.763
0.670,0.163,0.518,-252.930,-52.979,62.805
0.669,0.153,0.405,-267.090,-67.444,65.247
0.657,0.136,0.327,-276.306,-74.280,68.542
0.628,0.137,0.237,-283.081,-76.294,72.937
0.592,0.119,0.144,-286.560,-77.454,78.186
0.569,0.105,0.053,-284.363,-77.026,85.999
0.502,0.101,-0.050,-278.870,-75.623,95.764
0.418,0.089,-0.142,-271.057,-73.608,103.149
0.365,0.070,-0.181,-259.033,-74.890,108.215
0.385,0.026,-0.199,-246.765,-81.116,114.929
0.438,-0.005,-0.150,-233.704,-89.539,126.343
0.405,-0.020,-0.095,-222.717,-92.468,143.005
0.333,-0.010,-0.068,-214.539,-91.370,157.166
0.284,-0.014,-0.042,-204.834,-89.966,165.161
0.232,-0.001,-0.004,-192.688,-84.656,170.532
0.156,-0.021,0.048,-179.565,-70.740,172.607
0.123,-0.051,0.103,-168.457,-53.650,168.579
0.137,-0.084,0.150,-158.752,-35.950,163.879
0.146,-0.142,0.185,-152.527,-17.822,163.513
0.131,-0.241,0.200,-150.757,-2.808,167.297
0.104,-0.343,0.118,-151.978,10.742,174.438
0.084,-0.423,0.036,-147.400,28.076,186.462
-0.005,-0.500,-0.048,-138.794,40.833,200.684
-0.089,-0.507,-0.140,-128.662,50.598,213.684
-0.213,-0.494,-0.201,-114.563,57.922,224.548
-0.457,-0.477,-0.203,-97.839,62.622,235.291
-0.703,-0.393,-0.229,-82.947,65.430,245.056
-0.916,-0.273,-0.277,-68.115,65.613,250.122
-1.132,-0.142,-0.260,-46.326,65.186,252.625
-1.427,0.026,-0.183,-18.372,68.054,253.235
-1.825,0.282,-0.052,7.874,73.425,248.108
-2.145,0.613,0.098,28.931,80.994,231.995
-2.340,0.933,0.233,39.368,88.135,202.820
-2.406,1.133,0.306,33.813,92.957,165.283
-2.330,1.226,0.243,12.573,92.285,125.061
-2.177,1.194,0.057,-15.198,84.595,87.097
-1.941,1.131,-0.226,-41.077,70.740,53.467
-1.681,1.047,-0.484,-53.345,50.781,26.245
-1.444,0.945,-0.625,-46.631,27.039,6.836
-1.232,0.852,-0.632,-26.306,4.089,-3.845
-1.062,0.791,-0.502,-0.122,-13.000,-4.639
-0.983,0.789,-0.273,24.231,-23.499,2.563
-0.975,0.815,-0.033,39.246,-29.968,10.620
-1.028,0.873,0.151,42.603,-32.104,14.160
-1.036,0.908,0.270,38.696,-28.870,10.681
-0.997,0.911,0.350,32.959,-22.156,2.319
-0.932,0.875,0.386,25.269,-12.207,-5.798
-0.870,0.835,0.368,14.832,-2.136,-11.536
-0.818,0.786,0.313,3.601,5.981,-14.038
-0.786,0.743,0.227,-5.920,11.230,-14.343
-0.777,0.715,0.122,-12.268,15.930,-14.099
-0.803,0.691,0.041,-13.367,20.691,-13.367
-0.826,0.680,-0.035,-10.193,24.292,-11.597
-0.858,0.702,-0.086,-4.578,24.841,-9.583
-0.897,0.701,-0.091,0.977,20.813,-9.399
-0.898,0.685,-0.067,6.836,13.611,-11.169
-0.862,0.668,-0.013,12.634,7.690,-14.587
-0.823,0.652,0.051,16.846,4.639,-17.334
-0.778,0.633,0.114,18.921,1.953,-19.165
-0.304,0.445,2.000,-12.024,64.575,-20.264
-0.137,0.494,2.121,-34.302,69.336,-26.489
-0.067,0.534,2.169,-63.110,75.623,-25.024
-0.130,0.516,2.119,-96.191,90.942,-15.930
-0.216,0.497,1.921,-128.357,110.840,-10.193
-0.310,0.494,1.709,-148.437,126.831,-9.766
-0.344,0.517,1.538,-154.480,135.498,-11.780
-0.290,0.567,1.458,-153.625,133.911,-15.625
-0.226,0.645,1.448,-154.541,123.291,-17.822
-0.198,0.711,1.440,-161.194,109.985,-17.029
-0.184,0.720,1.369,-174.377,101.990,-18.860
-0.173,0.711,1.228,-190.247,96.497,-25.513
-0.126,0.681,1.052,-201.904,89.233,-35.767
-0.025,0.681,0.879,-204.468,80.322,-47.485
0.068,0.728,0.723,-198.364,74.829,-57.251
0.190,0.766,0.593,-182.983,75.256,-64.758
0.317,0.797,0.515,-160.889,81.726,-70.190
0.435,0.811,0.525,-134.033,91.248,-72.021
0.551,0.853,0.602,-106.506,98.511,-72.144
0.702,0.882,0.772,-81.299,104.187,-65.918
0.854,0.911,0.959,-69.885,105.042,-57.373
1.017,0.919,1.095,-76.294,93.933,-51.086
1.232,0.868,1.163,-93.262,76.721,-46.021
1.478,0.793,1.155,-115.784,60.120,-40.649
1.676,0.648,1.125,-136.658,49.194,-34.119
1.879,0.413,1.103,-151.123,44.312,-27.283
2.037,0.186,1.159,-160.461,44.189,-19.043
2.256,-0.023,1.289,-171.082,44.800,-8.301
2.521,-0.301,1.387,-195.435,39.917,2.625
2.943,-0.720,1.388,-239.990,28.320,18.066
3.216,-1.160,1.189,-303.955,5.493,48.096
3.125,-1.686,0.931,-366.089,-18.616,99.182
2.798,-2.110,0.542,-418.640,-36.133,165.771
2.243,-2.301,0.084,-455.872,-43.945,234.314
1.271,-2.715,-0.280,-468.506,-41.565,294.922
0.490,-3.039,-0.545,-455.688,-25.085,333.191
-0.091,-3.397,-0.887,-424.988,-4.761,359.375
-0.559,-3.740,-1.165,-378.418,21.484,379.883
-1.086,-3.975,-1.367,-319.946,65.002,405.579
-1.805,-3.926,-1.507,-248.230,130.432,437.561
-2.591,-3.427,-1.649,-160.706,212.952,464.600
-3.137,-2.458,-1.967,-48.950,293.213,473.022
-3.757,-1.220,-1.601,114.319,355.774,460.449
-4.000,0.002,-0.454,298.889,384.949,421.936
-4.000,1.460,0.795,409.302,365.662,357.727
-4.000,2.945,1.585,395.142,320.374,294.434
-4.000,3.450,1.500,250.977,264.465,220.947
-3.978,2.831,0.694,59.631,161.804,61.951
-2.237,1.639,0.021,-64.270,17.395,-95.703
-0.561,0.766,-0.550,-109.375,-78.979,-153.992
0.337,0.428,-0.752,-86.243,-109.375,-134.949
0.323,0.246,-0.541,-21.362,-92.896,-84.534
0.185,0.239,-0.051,42.114,-71.594,-39.734
0.192,0.286,0.534,88.684,-76.111,-4.639
0.149,0.430,1.064,99.304,-87.341,29.053
-0.198,0.598,1.369,76.660,-91.736,62.378
-0.658,0.805,1.290,37.048,-86.304,82.825
-1.081,1.008,1.067,3.967,-63.354,79.346
-1.189,1.061,0.832,-8.606,-26.245,51.331
-1.056,0.938,0.609,-11.658,11.353,16.968
-0.843,0.770,0.346,-15.381,35.828,-5.554
-0.672,0.621,0.117,-14.648,44.556,-12.878
-0.596,0.537,0.049,-3.174,45.105,-10.132
-0.598,0.561,0.178,18.188,47.913,-3.723
-0.661,0.669,0.405,38.025,56.274,2.625
-0.720,0.774,0.622,45.044,63.110,5.127
-0.730,0.828,0.764,36.926,58.044,4.578
-0.707,0.823,0.850,16.663,41.809,3.967
-0.670,0.789,0.831,-10.010,20.508,4.028
-0.650,0.786,0.691,-37.537,5.188,4.944
-0.647,0.809,0.473,-58.105,1.892,6.042
-0.675,0.844,0.244,-68.115,5.371,5.005
-0.698,0.875,-0.006,-67.566,9.583,1.709
-0.734,0.877,-0.156,-56.396,11.841,-2.319
-0.732,0.864,-0.216,-39.001,9.949,-4.456
-0.703,0.863,-0.179,-20.020,3.540,-5.493
-0.690,0.864,-0.107,-3.723,-1.404,-5.615
-0.681,0.855,-0.010,9.949,-2.563,-6.226
-0.674,0.855,0.073,19.958,-0.916,-7.263
-0.709,0.880,0.124,24.475,2.869,-8.362
-0.765,0.911,0.173,23.254,7.385,-12.085
-0.814,0.918,0.197,17.090,7.629,-18.677
-0.809,0.916,0.177,8.301,2.747,-26.123
-0.786,0.911,0.127,-0.671,-4.395,-32.043
-0.778,0.906,0.070,-7.568,-11.475,-36.621
-0.778,0.921,0.005,-11.353,-16.724,-40.649
-0.765,0.922,-0.054,-12.329,-19.043,-45.044
-0.777,0.930,-0.079,-9.277,-19.409,-49.072
-0.765,0.935,-0.069,-4.700,-17.761,-52.063
-0.757,0.951,-0.036,-0.854,-14.709,-54.504
-0.753,0.954,0.002,0.366,-12.756,-58.044
-0.742,0.948,0.023,0.000,-13.367,-62.500
-0.738,0.937,0.035,-0.305,-13.672,-67.139
-0.712,0.916,0.047,0.793,-13.367,-72.021
-0.677,0.886,0.052,2.991,-11.414,-76.904
-0.651,0.851,0.054,5.493,-8.911,-81.055
-0.629,0.831,0.048,8.301,-6.104,-84.778
-0.603,0.795,0.033,12.024,-2.808,-89.172
-0.558,0.761,0.027,18.066,2.625,-94.055
-0.505,0.742,0.009,25.146,10.193,-97.961
-0.467,0.742,-0.022,32.654,19.409,-99.915
-0.481,0.746,-0.049,40.710,28.503,-99.915
-0.509,0.752,-0.078,48.645,35.339,-99.670
-0.528,0.760,-0.102,56.458,38.635,-100.952
-0.563,0.757,-0.108,65.369,38.696,-103.699
-0.583,0.742,-0.092,75.012,35.950,-107.666
-0.537,0.719,-0.069,84.839,30.884,-112.915
-0.505,0.685,-0.020,94.849,25.513,-117.493
-0.518,0.673,0.037,103.638,22.522,-120.605
-0.520,0.676,0.062,111.206,24.658,-125.854
-0.474,0.651,0.083,121.155,32.532,-133.606
-0.393,0.617,0.111,133.667,42.664,-142.395
-0.321,0.563,0.157,146.057,53.101,-148.865
-0.281,0.521,0.213,155.334,63.721,-151.733
-0.250,0.505,0.263,160.217,71.167,-151.550
-0.213,0.510,0.300,161.072,73.425,-149.902
-0.205,0.489,0.344,159.302,70.190,-147.400
-0.146,0.484,0.379,156.128,63.782,-145.020
-0.049,0.477,0.381,152.710,54.138,-143.982
-2.379,2.374,-0.562,-34.180,63.843,52.124
-2.765,2.112,-0.510,-21.973,86.121,20.264
-1.771,1.447,-0.477,6.104,70.129,-55.054
-0.656,0.914,-0.417,18.799,35.217,-112.122
0.239,0.515,-0.423,5.371,14.832,-117.371
0.745,0.300,-0.385,0.244,7.812,-86.304
0.807,0.278,-0.412,-3.540,5.615,-36.499
0.462,0.448,-0.442,-3.235,3.357,11.047
-0.058,0.835,-0.461,2.258,-3.296,45.349
-0.585,1.165,-0.444,7.812,-8.972,54.260
-0.839,1.251,-0.317,25.208,-5.615,40.161
-0.728,1.164,-0.222,44.006,5.798,16.785
-0.401,0.974,-0.156,55.054,14.832,-1.892
-0.122,0.806,-0.108,58.655,15.991,-6.836
-0.031,0.751,-0.048,57.495,11.169,1.221
-0.126,0.816,0.026,55.359,4.089,15.808
-0.277,0.919,0.114,53.223,0.122,26.794
-0.420,0.982,0.183,49.011,0.977,31.616
-0.491,0.991,0.227,41.016,0.122,31.067
-0.493,0.956,0.250,30.090,-5.371,28.564
-0.469,0.922,0.230,16.418,-13.489,26.733
-0.452,0.902,0.192,4.028,-21.240,26.367
-0.446,0.880,0.148,-6.470,-25.330,26.062
-0.443,0.859,0.100,-15.259,-25.879,25.146
-0.453,0.855,0.044,-22.583,-24.475,23.010
-0.466,0.861,0.002,-28.381,-22.644,19.714
-0.472,0.865,-0.042,-31.921,-19.836,16.785
-0.470,0.863,-0.093,-33.264,-17.029,14.160
-0.459,0.858,-0.133,-32.837,-15.198,11.169
-0.448,0.840,-0.166,-31.433,-14.709,8.545
-0.442,0.826,-0.195,-29.602,-15.015,6.531
-0.443,0.819,-0.221,-26.672,-14.160,5.310
-0.438,0.827,-0.244,-23.254,-11.047,5.005
-0.436,0.834,-0.265,-19.104,-6.409,6.165
-0.446,0.843,-0.282,-15.564,-2.319,6.592
-0.449,0.855,-0.293,-13.062,-0.916,4.578
-0.443,0.843,-0.301,-10.254,-0.366,0.977
-0.422,0.835,-0.305,-6.348,0.549,-0.854
-0.402,0.839,-0.299,-1.831,1.831,-1.587
-0.397,0.848,-0.275,2.625,1.831,-1.770
-0.406,0.856,-0.250,5.920,2.136,-2.075
-0.415,0.857,-0.222,8.423,2.869,-2.258
-0.417,0.858,-0.204,10.437,4.333,-2.319
-0.429,0.862,-0.182,10.864,6.042,-3.052
-0.431,0.871,-0.181,10.620,8.057,-4.272
-0.430,0.868,-0.170,11.292,9.399,-5.188
-0.434,0.868,-0.142,12.207,9.827,-5.981
-0.432,0.874,-0.105,12.207,7.935,-7.019
-0.420,0.882,-0.062,10.071,3.235,-7.996
-0.417,0.886,-0.022,6.653,-1.282,-7.385
-0.407,0.883,-0.015,1.770,-2.808,-5.188
-0.401,0.876,-0.037,-3.723,-2.686,-4.028
-0.399,0.869,-0.075,-8.179,-1.892,-3.784
-0.400,0.863,-0.121,-10.925,-0.610,-3.357
-0.408,0.862,-0.170,-12.024,-0.061,-2.441
-0.419,0.857,-0.198,-11.047,0.549,-1.770
-0.418,0.861,-0.221,-8.789,1.282,-1.038
-0.408,0.863,-0.215,-4.700,1.770,-0.610
-0.408,0.860,-0.199,-1.770,1.404,0.122
-0.421,0.865,-0.180,-0.488,-0.427,0.549
-0.426,0.865,-0.161,0.183,-3.052,0.793
-0.416,0.866,-0.140,0.549,-4.089,0.549
-0.413,0.870,-0.112,0.732,-2.991,-0.061
-0.416,0.869,-0.110,-0.793,-1.160,-0.671
-0.414,0.864,-0.132,-2.930,0.671,-0.916
-0.417,0.858,-0.161,-4.517,2.380,-1.465
-0.421,0.854,-0.187,-4.395,3.479,-2.075
-0.418,0.859,-0.196,-2.930,4.639,-2.380
-0.412,0.864,-0.194,-0.549,5.188,-2.563
-0.411,0.866,-0.177,0.854,4.578,-2.502
-0.413,0.866,-0.157,2.197,3.113,-2.075
-0.411,0.868,-0.145,2.380,2.686,-2.014
-0.411,0.869,-0.143,2.502,2.441,-2.136
-0.409,0.864,-0.142,2.319,2.502,-2.014
-0.406,0.872,-0.139,1.892,1.709,-2.319
-0.402,0.875,-0.135,1.221,0.732,-2.563
-0.384,0.873,-0.142,0.366,0.183,-2.319
-0.369,0.870,-0.148,0.488,0.488,-2.014
-0.365,0.871,-0.158,1.282,1.526,-1.282
-0.376,0.870,-0.171,2.075,2.136,0.000
-0.387,0.874,-0.178,3.784,2.197,0.977
-0.397,0.870,-0.181,5.493,2.014,1.526
-0.400,0.869,-0.178,7.935,1.587,2.014
-0.400,0.866,-0.176,10.437,1.526,1.648
-0.408,0.855,-0.177,12.451,1.404,0.854
-0.412,0.850,-0.182,14.404,1.038,-0.061
-0.421,0.852,-0.183,17.273,0.671,-0.183
-0.426,0.845,-0.197,19.775,0.610,-0.488
-0.429,0.844,-0.246,22.095,0.366,-1.038
-0.444,0.839,-0.276,27.405,-0.549,-1.953
-0.471,0.830,-0.298,34.973,-2.197,-3.479
-0.482,0.811,-0.333,42.480,-3.723,-6.470
-0.514,0.813,-0.380,51.819,-6.470,-11.841
-0.543,0.792,-0.408,63.721,-12.085,-18.921
-0.487,0.755,-0.430,77.515,-17.944,-25.757
-0.369,0.786,-0.375,99.670,-11.963,-26.245
-0.319,0.793,-0.355,124.268,11.780,-19.409
-0.300,0.786,-0.380,138.611,36.194,-16.174
-0.299,0.816,-0.406,151.245,48.950,-15.747
-0.306,0.794,-0.381,166.260,52.246,-14.587
-0.340,0.831,-0.306,184.570,55.237,-11.780
-0.367,0.815,-0.220,203.064,63.171,-11.963
-0.376,0.767,-0.176,218.201,77.576,-14.587
-0.331,0.705,-0.286,232.971,95.215,-20.386
-0.440,0.718,-0.356,255.432,113.098,-29.907
-0.496,0.715,-0.363,284.180,122.314,-45.288
-0.587,0.903,-0.291,317.444,123.596,-60.181
-0.464,0.594,0.060,364.441,130.493,-75.500
-0.285,0.397,0.382,399.841,141.968,-93.140
0.162,0.273,0.630,409.119,152.344,-99.854
0.312,0.328,0.870,406.921,161.926,-89.966
0.369,0.296,1.064,388.184,168.945,-65.735
0.337,0.221,1.186,356.323,178.711,-39.551
0.225,0.307,1.117,322.876,185.059,-21.057
0.109,0.343,0.988,290.100,186.218,-6.897
-0.027,0.378,0.884,266.357,178.772,-2.930
-0.066,0.363,0.728,250.916,161.255,-6.714
-0.042,0.311,0.710,245.178,142.212,-13.062
0.122,0.099,0.886,249.023,127.625,-16.785
0.280,-0.405,2.229,-424.072,-192.993,-42.480
0.247,-0.413,2.079,-507.385,-227.295,-33.997
0.338,-0.329,1.562,-582.092,-265.015,-21.362
0.012,0.140,1.001,-631.409,-301.331,-9.460
-0.334,0.439,0.717,-605.530,-304.321,1.221
-0.425,0.390,0.641,-543.518,-272.949,-19.104
-0.304,0.468,0.498,-503.357,-238.281,-50.720
0.022,0.320,0.380,-479.309,-222.961,-76.050
0.389,0.149,0.271,-459.351,-223.022,-84.290
0.657,0.029,0.168,-436.157,-216.492,-71.777
0.734,-0.004,0.062,-407.410,-191.040,-50.354
0.617,0.096,-0.080,-377.441,-152.710,-26.489
0.386,0.270,-0.193,-346.313,-111.328,-5.737
0.175,0.368,-0.328,-316.101,-79.346,6.531
0.084,0.417,-0.485,-288.574,-56.885,13.000
-0.006,0.571,-0.704,-261.963,-43.335,18.311
-0.266,0.944,-0.991,-235.413,-35.278,24.902
-0.539,1.147,-1.332,-213.440,-33.691,28.198
-0.405,0.877,-1.502,-191.406,-48.035,16.663
0.029,0.555,-1.442,-151.611,-68.542,0.000
0.384,0.426,-1.283,-104.126,-66.284,0.427
0.393,0.496,-1.206,-63.049,-40.039,19.531
0.190,0.621,-1.131,-30.579,-11.230,42.175
-0.032,0.715,-1.097,-9.644,0.854,56.335
-0.202,0.778,-1.099,6.592,3.662,61.279
-0.324,0.826,-0.961,33.203,6.836,60.242
-0.422,0.854,-0.703,62.988,13.550,55.542
-0.413,0.881,-0.453,85.266,21.423,47.485
-0.359,0.896,-0.217,97.839,29.358,38.269
-0.315,0.903,-0.021,99.304,35.767,32.349
-0.297,0.932,0.117,89.783,39.429,29.907
-0.339,0.969,0.194,71.350,34.912,29.236
-0.365,0.984,0.214,50.232,24.597,28.320
-0.359,0.978,0.195,32.349,15.991,26.611
-0.342,0.953,0.193,21.729,14.465,24.780
-0.324,0.934,0.176,14.160,15.991,22.888
-0.320,0.919,0.124,5.737,15.808,21.545
