aX,aY,aZ,gX,gY,gZ
-0.014,0.526,-0.822,10.559,-6.470,2.930
-0.016,0.552,-0.809,10.315,-7.202,1.770
-0.017,0.567,-0.802,9.216,-6.409,0.427
-0.014,0.574,-0.819,9.155,-6.287,-0.732
-0.001,0.567,-0.841,9.155,-5.310,-0.305
0.004,0.562,-0.848,10.315,-4.272,-0.793
0.012,0.569,-0.799,12.146,-4.517,-1.038
0.015,0.560,-0.748,10.742,-3.540,-0.854
0.028,0.551,-0.739,7.019,-0.183,-1.465
0.039,0.544,-0.772,2.625,1.831,-1.770
0.038,0.537,-0.819,-0.977,1.221,-1.343
0.028,0.536,-0.865,-2.625,-0.732,-0.244
0.017,0.535,-0.890,-1.770,-2.197,0.610
0.004,0.539,-0.879,1.404,-3.784,1.282
0.004,0.535,-0.861,4.028,-5.188,1.282
0.012,0.537,-0.849,6.042,-5.920,1.282
0.019,0.543,-0.845,7.446,-5.676,1.404
0.013,0.547,-0.842,8.972,-5.371,1.709
0.005,0.552,-0.832,9.521,-5.493,2.625
-0.005,0.566,-0.813,9.277,-6.592,2.991
-0.019,0.573,-0.802,8.606,-6.592,2.197
-0.006,0.579,-0.813,8.240,-5.493,-0.122
0.000,0.568,-0.819,9.155,-5.432,-1.892
0.008,0.562,-0.833,9.644,-7.019,-2.563
0.020,0.564,-0.851,11.292,-8.606,-1.892
0.034,0.561,-0.861,14.099,-9.338,-0.061
0.048,0.573,-0.848,18.005,-9.460,1.282
0.037,0.575,-0.905,21.729,-8.911,3.479
0.057,0.586,-0.925,24.719,-7.935,6.104
0.105,0.595,-0.982,30.518,-8.484,9.094
0.103,0.576,-1.064,39.551,-12.329,13.855
0.107,0.559,-1.184,53.589,-14.709,22.339
0.084,0.557,-1.368,74.707,-16.296,32.104
0.014,0.560,-1.539,106.506,-16.846,41.199
-0.109,0.561,-1.664,149.658,-18.311,49.133
-0.258,0.591,-1.739,196.594,-19.836,55.298
-0.380,0.581,-1.896,245.544,-22.827,58.594
-0.485,0.487,-2.015,390.503,-8.362,55.237
-0.482,0.415,-1.929,483.276,25.574,51.941
-0.404,0.311,-1.690,581.177,76.294,39.429
-0.305,0.230,-1.307,668.396,126.282,13.245
-0.139,0.166,-0.763,729.553,163.208,-16.052
0.070,-0.018,-0.263,752.869,181.519,-30.212
0.360,-0.076,0.137,740.173,185.547,-34.241
0.560,-0.035,0.484,698.425,173.706,-23.987
0.636,0.017,0.820,631.592,150.696,-4.272
0.534,0.167,1.183,547.180,118.347,19.409
0.394,0.300,1.550,441.040,74.036,40.588
0.138,0.403,1.708,300.415,8.606,51.758
-0.084,0.539,1.562,151.001,-68.420,46.753
-0.110,0.615,1.326,35.461,-131.897,28.381
-0.027,0.578,1.125,-34.485,-162.720,1.892
0.144,0.474,0.960,-71.472,-162.354,-23.743
0.329,0.380,0.818,-85.632,-146.362,-38.086
0.458,0.364,0.704,-84.412,-122.986,-37.964
0.522,0.369,0.631,-73.914,-95.764,-28.564
0.488,0.414,0.595,-62.378,-68.848,-15.198
0.407,0.474,0.541,-50.842,-45.532,-0.610
0.284,0.553,0.480,-36.682,-24.231,13.184
0.156,0.613,0.410,-18.799,-2.747,24.231
0.040,0.688,0.353,1.831,17.273,31.250
-0.051,0.749,0.362,24.170,33.203,34.119
-0.139,0.817,0.425,41.870,43.396,33.691
-0.233,0.888,0.528,50.232,47.729,30.640
-0.268,0.940,0.620,46.875,45.227,22.095
-0.270,0.946,0.675,32.349,36.621,10.437
-0.246,0.930,0.680,11.536,24.414,-1.160
-0.204,0.918,0.666,-9.033,9.583,-10.132
-0.156,0.901,0.646,-25.818,-3.723,-15.686
-0.102,0.896,0.637,-38.452,-13.062,-16.541
-0.089,0.914,0.620,-48.462,-19.226,-13.855
-0.096,0.939,0.598,-57.861,-21.790,-11.108
-0.112,0.960,0.550,-66.284,-22.034,-10.315
-0.098,0.960,0.485,-72.815,-19.470,-10.864
-0.078,0.963,0.321,-74.097,-13.855,-10.864
-0.090,0.959,0.187,-62.988,-0.183,-8.850
-0.092,0.940,0.150,-39.673,18.066,-6.775
-0.084,0.929,0.160,-15.137,34.180,-5.859
-0.060,0.918,0.178,3.784,45.410,-6.348
-0.032,0.902,0.209,16.357,51.392,-7.019
-0.005,0.881,0.248,22.400,51.086,-7.446
0.018,0.855,0.285,21.301,44.556,-7.812
0.031,0.840,0.313,14.526,32.715,-7.507
0.030,0.830,0.353,4.639,17.212,-7.202
0.025,0.824,0.378,-7.812,0.061,-7.019
0.023,0.829,0.385,-21.118,-16.052,-7.080
0.048,0.833,0.392,-30.701,-27.954,-7.202
0.061,0.838,0.375,-37.170,-32.837,-6.775
0.062,0.841,0.345,-39.124,-30.518,-5.371
0.053,0.854,0.312,-35.706,-23.010,-3.540
0.037,0.868,0.287,-27.893,-11.536,-1.709
0.028,0.878,0.274,-17.273,1.404,-0.061
0.019,0.884,0.275,-6.470,13.000,1.648
0.005,0.892,0.285,2.625,20.935,3.113
-0.009,0.900,0.296,7.935,23.987,4.150
-0.016,0.901,0.309,9.705,22.461,4.700
-0.032,0.904,0.327,8.850,17.517,4.822
-0.044,0.902,0.342,6.287,11.292,4.089
-0.039,0.896,0.345,3.235,5.127,2.869
-0.026,0.887,0.346,0.854,1.465,1.831
-0.014,0.879,0.348,0.122,-0.671,1.343
-0.001,0.872,0.349,0.122,-1.343,1.709
0.006,0.870,0.351,0.610,-1.099,2.441
0.003,0.870,0.357,1.221,-0.061,3.357
-0.003,0.876,0.364,1.831,0.671,5.249
-0.010,0.887,0.368,2.075,0.916,6.592
-0.020,0.891,0.367,1.831,0.366,7.385
-0.020,0.897,0.360,1.038,-0.427,7.996
-0.016,0.892,0.356,0.732,-1.404,8.423
-0.013,0.885,0.348,0.610,-2.136,9.216
-0.013,0.881,0.344,1.465,-2.747,10.376
-0.011,0.871,0.337,3.296,-2.563,11.841
-0.005,0.858,0.332,5.798,-0.854,13.550
-0.001,0.851,0.314,9.705,1.282,15.015
0.011,0.828,0.326,15.503,4.395,17.029
0.013,0.812,0.324,21.301,8.179,19.348
0.021,0.805,0.312,27.710,13.000,21.423
0.015,0.804,0.307,36.865,20.874,23.987
0.002,0.794,0.312,48.279,29.419,25.757
-0.009,0.812,0.317,59.875,38.391,26.184
-0.010,0.802,0.309,70.190,47.058,25.146
-0.014,0.797,0.256,78.918,54.565,23.743
-0.001,0.764,0.242,88.074,60.303,21.729
0.130,0.641,0.121,98.694,61.279,21.118
0.113,0.589,0.276,116.638,65.613,31.006
-0.023,0.703,0.185,133.057,58.838,40.894
-0.086,0.669,0.344,146.912,45.105,40.283
-0.138,0.813,0.552,150.085,25.208,40.283
-0.188,0.884,0.678,133.118,0.122,35.889
-0.254,0.967,0.845,104.187,-20.264,25.330
-0.266,0.982,1.042,62.439,-42.969,7.507
-0.287,0.982,1.125,3.723,-77.454,-15.015
-0.313,1.032,1.145,-61.279,-116.272,-34.668
-0.289,1.004,1.147,-121.460,-149.048,-49.133
-0.192,0.948,1.074,-173.584,-171.021,-64.209
-0.068,0.847,0.996,-212.280,-186.279,-80.322
0.087,0.691,0.934,-241.333,-192.505,-92.163
0.245,0.557,0.853,-262.573,-190.979,-94.849
0.369,0.456,0.773,-274.414,-183.228,-87.280
0.436,0.383,0.702,-279.358,-167.908,-72.021
0.465,0.343,0.617,-280.945,-145.020,-53.589
0.465,0.325,0.527,-279.541,-117.676,-34.790
0.417,0.327,0.450,-277.222,-86.731,-16.357
0.302,0.392,0.339,-277.588,-54.871,2.014
0.169,0.468,0.193,-279.358,-24.963,20.020
0.061,0.496,0.050,-278.931,-1.465,34.302
-0.048,0.561,-0.095,-273.071,16.235,45.349
-0.552,1.401,-0.271,-268.799,32.288,51.147
-1.617,2.782,-0.410,-287.109,60.608,54.443
-2.084,2.340,-0.566,-286.377,97.717,33.813
-1.658,1.532,-0.511,-257.629,114.685,-44.434
-0.977,0.945,-0.347,-202.881,89.417,-119.568
-0.273,0.651,-0.332,-167.236,41.016,-143.311
0.292,0.468,-0.341,-170.227,8.179,-127.136
0.606,0.277,-0.105,-187.683,4.150,-92.529
0.557,0.230,0.173,-213.196,14.832,-53.772
0.361,0.233,-1.857,324.646,-82.642,40.588
0.377,0.301,-1.638,360.840,-89.844,47.424
0.408,0.350,-1.387,384.888,-89.661,53.772
0.416,0.404,-1.157,397.034,-85.022,62.256
0.394,0.459,-0.984,398.193,-76.355,72.266
0.340,0.497,-0.861,393.677,-65.491,81.909
0.348,0.582,-0.742,391.479,-56.396,90.454
0.356,0.663,-0.583,391.968,-50.476,98.755
0.357,0.744,-0.375,393.188,-45.166,105.469
0.342,0.816,-0.118,391.846,-37.659,110.840
0.303,0.853,0.093,382.080,-27.771,113.464
0.249,0.838,0.180,365.723,-14.709,113.464
0.097,0.867,0.171,352.844,5.493,109.863
0.014,0.855,0.176,351.257,32.227,97.717
-0.078,0.841,0.312,355.164,52.917,76.843
-0.043,0.805,0.558,352.661,64.941,48.828
0.133,0.842,0.824,335.937,69.153,22.522
0.282,0.831,1.105,295.654,66.528,9.399
0.368,0.747,1.220,219.482,55.664,5.371
0.405,0.708,1.084,125.732,33.264,4.944
0.406,0.651,0.871,43.640,7.568,7.507
0.354,0.557,0.658,-13.855,-15.259,11.414
0.371,0.437,0.436,-48.340,-29.297,15.625
0.349,0.385,0.225,-58.655,-27.893,23.743
0.251,0.389,0.120,-47.546,-12.146,36.255
0.053,0.470,0.064,-28.442,5.798,45.593
-0.080,0.571,0.081,-9.583,17.944,45.532
-0.087,0.639,0.127,1.404,21.118,36.316
-0.001,0.652,0.169,-1.038,16.052,26.184
0.100,0.609,0.178,-14.282,5.737,23.376
0.142,0.570,0.160,-31.067,-8.179,29.053
0.088,0.524,0.096,-46.631,-22.522,39.734
-0.017,0.509,-0.006,-47.607,-28.503,50.049
-0.124,0.515,-0.089,-25.391,-13.123,56.396
-0.226,0.523,-0.124,13.123,17.578,56.396
-0.264,0.568,-0.090,55.969,46.753,49.011
-0.232,0.617,0.029,91.675,64.209,37.842
-0.154,0.673,0.179,108.704,72.266,26.917
-0.082,0.668,0.365,105.530,72.266,18.982
-0.037,0.665,0.525,85.754,62.622,15.991
-0.070,0.676,0.562,54.749,46.387,18.250
-0.086,0.692,0.561,23.010,30.212,20.691
-0.100,0.704,0.566,0.305,12.817,21.057
-0.060,0.703,0.551,-15.259,-1.770,20.325
0.007,0.709,0.521,-25.330,-11.292,20.386
0.063,0.716,0.507,-31.921,-17.456,22.766
0.078,0.742,0.492,-37.842,-21.973,27.893
0.021,0.804,0.441,-43.396,-22.400,34.058
-0.051,0.874,0.371,-44.617,-13.428,37.537
-0.099,0.933,0.261,-40.710,1.892,34.973
-0.140,0.979,0.175,-33.997,15.747,28.320
-0.175,1.018,0.137,-25.452,23.193,21.057
-0.171,1.039,0.144,-18.372,26.062,14.099
-0.143,1.040,0.145,-13.855,27.283,7.996
-0.101,1.036,0.144,-10.864,27.527,5.005
-0.085,1.029,0.147,-8.728,26.001,4.761
-0.078,1.029,0.148,-8.118,21.301,5.615
-0.054,1.031,0.134,-7.874,15.137,5.859
-0.028,1.028,0.106,-7.568,8.484,5.188
-0.014,1.023,0.102,-6.165,2.747,4.944
-0.013,1.017,0.114,-4.089,-1.648,4.761
-0.021,1.019,0.117,-3.113,-3.662,4.578
-0.034,1.012,0.125,-2.197,-3.723,3.723
-0.045,1.009,0.143,-0.549,-3.357,1.831
-0.052,1.001,0.165,0.549,-3.357,-1.099
-0.035,0.976,0.164,-0.183,-5.127,-3.784
-0.002,0.956,0.157,-0.488,-6.409,-4.578
0.017,0.944,0.142,0.122,-6.653,-3.906
0.016,0.945,0.123,1.282,-5.798,-2.502
0.023,0.947,0.116,2.502,-5.432,-1.831
0.027,0.943,0.098,1.526,-5.432,-1.770
0.033,0.938,0.064,1.160,-6.470,-1.831
0.032,0.933,0.093,3.845,-6.409,-1.770
0.008,0.925,0.097,5.005,-6.165,-1.343
-0.015,0.920,0.101,5.432,-4.944,-0.854
-0.034,0.921,0.133,7.874,-4.456,-0.916
-0.033,0.923,0.151,8.850,-4.944,-1.587
-0.016,0.918,0.166,8.606,-5.859,-2.319
0.006,0.912,0.190,7.568,-6.958,-2.747
0.008,0.913,0.198,4.395,-9.155,-2.441
0.004,0.912,0.201,-0.610,-12.573,-2.380
-0.008,0.914,0.211,-4.822,-16.479,-2.808
-0.026,0.910,0.198,-8.911,-19.348,-3.235
-0.042,0.905,0.178,-11.169,-20.630,-3.723
-0.068,0.903,0.165,-10.559,-20.325,-4.578
-0.087,0.902,0.159,-8.301,-18.982,-6.226
-0.116,0.904,0.149,-6.226,-17.883,-8.667
-0.143,0.905,0.133,-4.028,-17.029,-11.963
-0.152,0.906,0.114,-1.282,-17.029,-16.357
-0.147,0.893,0.092,1.343,-17.822,-21.362
-0.142,0.866,0.063,4.761,-19.165,-26.184
-0.148,0.830,0.041,9.766,-20.081,-29.602
-0.157,0.794,0.023,16.418,-20.874,-31.799
-0.164,0.755,0.007,24.658,-21.667,-33.386
-0.159,0.707,-0.008,34.729,-21.545,-35.095
-0.127,0.660,-0.032,46.265,-20.386,-36.926
-0.092,0.599,-0.050,59.326,-17.273,-37.476
-0.055,0.548,-0.071,72.815,-13.245,-35.461
-0.026,0.505,-0.077,85.938,-9.399,-32.043
-0.021,0.464,-0.072,97.107,-8.057,-27.283
-0.031,0.432,-0.075,105.957,-8.972,-21.606
-0.064,0.413,-0.092,112.427,-10.559,-16.235
-0.143,0.404,-0.095,118.530,-13.489,-14.221
-0.166,0.399,-0.062,124.939,-16.785,-16.113
-0.139,0.387,-0.031,130.371,-18.860,-17.273
-0.053,0.368,-0.040,133.606,-19.165,-16.663
0.164,0.315,-0.120,140.015,-15.747,-13.367
0.099,0.445,-0.104,158.447,-10.254,-4.028
-0.004,0.430,-0.023,182.495,-16.418,-1.526
-0.080,0.455,0.166,205.994,-27.832,-8.118
-0.160,0.526,0.326,219.727,-41.687,-20.935
-0.157,0.536,0.480,226.257,-50.598,-36.438
-0.019,0.494,0.659,229.614,-53.406,-49.072
0.150,0.432,0.890,230.652,-51.025,-52.734
0.285,0.377,1.171,232.178,-40.344,-44.983
0.379,0.363,1.384,229.553,-17.944,-30.701
0.356,0.395,1.540,215.515,10.986,-13.733
0.244,0.470,1.667,187.927,38.452,-0.916
0.121,0.596,1.629,148.315,55.603,3.967
-0.162,0.504,2.013,271.667,-68.481,-87.341
0.254,0.273,2.345,226.379,-48.950,-108.398
0.725,0.124,2.388,151.001,-36.804,-113.953
1.025,0.071,2.193,61.646,-37.842,-99.304
1.078,0.064,1.907,-22.583,-47.791,-70.862
0.989,0.091,1.588,-90.393,-56.458,-39.917
0.858,0.152,1.285,-134.277,-60.974,-15.381
0.753,0.242,1.023,-152.283,-63.049,1.587
0.671,0.325,0.825,-148.254,-60.791,14.893
0.638,0.414,0.666,-126.404,-51.941,25.146
0.614,0.451,0.572,-91.125,-39.246,34.607
0.495,0.486,0.563,-49.072,-26.123,46.753
0.319,0.565,0.628,-7.263,-14.771,56.824
0.178,0.615,0.712,28.687,-2.380,59.448
0.123,0.636,0.755,56.335,10.803,53.040
0.157,0.614,0.762,76.477,21.240,43.579
0.215,0.576,0.728,90.332,24.597,38.025
0.249,0.534,0.678,99.976,23.193,38.574
0.273,0.488,0.607,108.093,18.677,44.739
0.282,0.435,0.523,117.432,10.742,55.176
0.269,0.387,0.431,128.967,1.160,66.956
0.241,0.327,0.355,144.714,-7.568,79.163
0.210,0.252,0.326,164.978,-17.517,92.163
0.145,0.185,0.339,185.669,-28.625,104.431
0.057,0.150,0.393,205.261,-38.391,115.051
-0.139,0.141,0.570,223.511,-43.213,122.559
-0.449,0.292,0.883,235.962,-40.527,122.559
-0.605,0.422,1.167,240.112,-28.564,106.079
-0.471,0.476,1.369,230.835,-8.484,74.463
-0.281,0.485,1.486,201.782,6.104,40.466
-0.131,0.472,1.513,155.945,5.615,16.174
-0.090,0.459,1.528,106.201,-10.681,8.301
-0.093,0.456,1.552,63.354,-34.668,13.123
-0.132,0.481,1.555,32.349,-50.415,19.592
-0.217,0.510,1.560,17.334,-49.866,21.362
-0.312,0.516,1.628,19.531,-33.997,17.822
-0.322,0.486,1.787,33.264,-8.606,8.850
-0.232,0.435,1.998,45.105,20.386,-1.892
-0.116,0.379,2.158,41.199,47.791,-10.925
-0.029,0.305,2.221,20.203,69.031,-14.771
0.017,0.268,2.164,-9.460,82.947,-12.146
-0.002,0.271,2.022,-37.292,91.919,-5.920
-0.017,0.282,1.863,-57.007,98.877,-2.563
0.017,0.310,1.728,-66.467,105.469,-3.052
0.124,0.311,1.659,-68.115,112.183,-4.456
0.232,0.294,1.664,-68.054,118.469,-3.784
0.277,0.291,1.661,-73.486,122.437,-0.793
0.289,0.283,1.629,-85.144,120.728,1.465
0.303,0.285,1.563,-99.365,112.610,2.136
0.313,0.323,1.482,-112.488,103.394,3.967
0.310,0.357,1.442,-125.244,95.520,5.920
0.313,0.387,1.389,-141.541,85.693,3.113
0.416,0.500,1.267,-158.875,67.139,-6.226
0.642,0.538,1.248,-174.133,45.776,-11.963
0.753,0.582,1.229,-192.078,25.940,-9.521
0.715,0.627,1.091,-216.187,14.099,-0.977
0.589,0.632,0.880,-232.727,10.559,7.141
0.511,0.616,0.719,-234.070,5.981,9.277
0.499,0.613,0.621,-227.356,-1.282,5.371
0.517,0.584,0.583,-219.543,-8.972,-0.122
0.587,0.497,0.587,-213.684,-17.944,-3.418
0.635,0.449,0.600,-208.191,-27.588,0.366
0.645,0.428,0.562,-204.163,-34.302,10.620
0.638,0.402,0.527,-198.120,-38.574,20.874
0.601,0.385,0.555,-187.744,-41.443,30.396
0.529,0.364,0.586,-178.833,-43.396,39.551
0.424,0.337,0.587,-175.903,-42.603,46.753
0.311,0.291,0.561,-176.270,-41.199,50.049
0.234,0.270,0.519,-175.903,-39.429,50.232
0.210,0.251,0.477,-171.753,-36.560,48.767
0.227,0.246,0.450,-163.940,-30.823,46.509
0.270,0.232,0.459,-155.029,-23.315,46.326
0.275,0.222,0.481,-149.902,-15.015,48.767
0.231,0.166,0.464,-154.053,-7.324,52.246
0.148,0.097,0.408,-164.490,-1.831,54.932
0.077,0.025,0.333,-174.805,0.244,57.373
0.012,-0.017,0.243,-180.847,-1.221,61.401
-0.017,-0.026,0.172,-178.406,-5.432,67.200
-0.043,-0.028,0.161,-168.152,-11.292,74.280
-0.089,-0.040,0.177,-159.790,-15.625,79.468
-0.147,-0.074,0.167,-158.752,-16.296,81.848
-0.167,-0.143,0.181,-160.583,-14.893,80.017
-0.113,-0.214,0.146,-163.879,-13.184,77.026
-0.062,-0.278,0.097,-165.527,-7.263,78.308
-0.036,-0.350,0.063,-163.696,2.808,84.717
-0.018,-0.389,0.051,-157.654,16.663,94.543
-0.031,-0.420,0.052,-148.987,30.579,106.384
-0.044,-0.462,0.015,-142.578,40.771,119.385
-0.070,-0.509,-0.042,-136.780,52.673,130.859
-0.104,-0.550,-0.101,-128.235,64.758,142.456
-0.137,-0.543,-0.202,-118.347,77.576,155.762
-0.178,-0.477,-0.325,-106.689,94.849,170.837
-0.231,-0.311,-0.466,-89.294,112.061,185.730
-0.334,-0.116,-0.547,-61.890,122.559,201.111
-0.486,0.041,-0.501,-24.963,121.765,216.614
-0.626,0.195,-0.341,11.841,111.877,227.722
-0.798,0.335,-0.169,38.574,98.450,234.619
-0.976,0.488,-0.010,51.453,89.844,236.511
-1.133,0.675,0.140,53.650,84.473,229.736
-1.309,0.933,0.220,46.692,81.299,216.431
-1.486,1.298,0.199,32.715,85.266,201.599
-1.711,1.663,0.154,16.357,92.896,183.533
-1.903,1.985,0.034,-2.747,95.947,155.334
-2.076,2.130,-0.118,-29.297,91.553,119.629
-2.071,2.052,-0.326,-58.716,72.693,73.242
-1.855,1.854,-0.530,-79.468,38.086,21.484
-1.526,1.581,-0.641,-81.238,-1.648,-20.325
-1.187,1.329,-0.642,-64.575,-34.180,-45.959
-0.884,1.175,-0.549,-35.950,-51.941,-53.772
-0.685,1.098,-0.404,-5.615,-51.147,-46.326
-0.603,1.081,-0.236,18.982,-40.344,-31.128
-0.629,1.064,-0.088,33.264,-31.128,-15.259
-0.672,1.060,0.019,39.612,-29.480,-3.418
-0.738,1.084,0.128,42.358,-30.884,3.174
-0.845,1.103,0.266,43.213,-30.396,4.578
-0.897,1.102,0.384,41.199,-25.940,-0.122
-0.880,1.105,0.433,34.424,-17.761,-7.568
-0.838,1.096,0.412,23.010,-6.775,-15.381
-0.793,1.066,0.341,9.705,2.747,-22.766
-0.460,1.893,1.132,39.307,-89.478,66.772
-0.365,1.698,1.515,103.455,-70.190,20.630
-0.154,1.473,1.918,146.240,-34.851,-12.512
0.010,1.294,2.235,153.748,3.174,-24.414
0.085,1.155,2.369,123.535,36.560,-23.132
0.135,1.058,2.264,64.941,59.265,-20.874
0.193,0.962,1.989,-4.578,66.589,-20.874
0.235,0.857,1.641,-68.359,60.913,-20.142
0.235,0.780,1.296,-116.821,55.542,-17.822
0.198,0.740,1.014,-143.250,55.847,-14.404
0.129,0.738,0.807,-149.536,59.265,-10.559
0.053,0.756,0.655,-141.663,65.063,-9.033
0.003,0.792,0.547,-124.512,72.083,-11.902
-0.028,0.853,0.476,-103.149,78.674,-17.517
-0.038,0.905,0.424,-80.200,85.327,-24.475
0.002,0.932,0.379,-58.289,91.003,-32.959
0.059,0.970,0.372,-38.391,90.698,-41.626
0.124,1.002,0.423,-21.057,83.069,-49.133
0.195,1.041,0.503,-9.338,70.557,-55.481
0.223,1.085,0.606,-2.014,57.129,-59.998
0.199,1.123,0.709,1.953,45.227,-62.012
0.150,1.157,0.797,4.822,36.255,-64.209
0.103,1.179,0.901,7.935,33.630,-69.580
0.110,1.190,1.013,9.644,38.635,-78.369
0.177,1.150,1.077,7.080,50.659,-89.600
0.313,1.119,1.063,0.488,64.758,-100.403
0.414,1.099,1.011,-7.935,79.529,-105.347
0.424,1.074,1.010,-17.639,89.661,-103.455
0.393,1.057,0.982,-33.691,89.539,-102.722
0.370,1.032,0.908,-51.208,83.130,-105.103
0.360,0.981,0.821,-61.279,80.200,-107.544
0.371,0.918,0.759,-62.561,84.900,-110.901
0.471,0.848,0.733,-59.021,93.506,-116.821
0.503,0.786,0.650,-55.969,97.046,-122.498
0.564,0.706,0.582,-58.655,98.145,-125.671
0.620,0.625,0.547,-57.434,101.990,-124.695
0.614,0.543,0.523,-54.443,109.070,-118.713
0.623,0.477,0.472,-52.063,117.310,-111.938
0.646,0.427,0.428,-48.706,122.437,-107.971
0.706,0.364,0.384,-46.692,120.178,-104.980
0.838,0.292,0.371,-47.729,109.314,-102.722
0.995,0.217,0.366,-53.040,91.187,-96.558
1.118,0.154,0.355,-61.401,75.256,-82.886
1.183,0.097,0.334,-69.946,67.444,-61.890
1.193,0.056,0.335,-78.247,66.284,-36.377
1.160,-0.020,0.265,-88.501,67.444,-9.949
1.144,-0.083,0.176,-96.252,67.871,12.939
1.126,-0.108,0.099,-94.727,59.387,32.532
1.134,-0.137,0.127,-89.539,42.908,48.096
1.129,-0.178,0.079,-92.224,29.846,60.791
1.146,-0.206,0.021,-91.492,22.644,69.885
1.175,-0.250,-0.008,-85.510,18.188,78.308
1.148,-0.267,-0.024,-78.979,14.282,88.745
1.063,-0.263,-0.032,-73.730,11.658,99.976
1.027,-0.266,-0.074,-69.031,6.348,105.835
1.002,-0.264,-0.118,-61.157,1.221,108.337
1.040,-0.282,-0.108,-47.729,-0.854,110.352
1.090,-0.295,-0.080,-34.363,-0.854,115.051
1.135,-0.321,-0.104,-24.902,2.441,124.023
1.145,-0.353,-0.137,-16.357,7.690,137.268
1.097,-0.366,-0.141,-6.897,9.888,153.503
0.995,-0.357,-0.077,0.549,5.188,168.579
0.866,-0.330,0.013,4.272,-7.874,179.138
0.825,-0.334,0.084,2.869,-22.522,187.622
0.774,-0.348,0.125,-2.930,-31.738,197.571
0.708,-0.314,0.164,-10.254,-37.109,207.520
0.583,-0.299,0.210,-17.944,-42.358,218.323
0.454,-0.286,0.231,-28.381,-47.913,228.027
0.348,-0.295,0.244,-38.635,-52.490,236.206
0.236,-0.280,0.245,-45.593,-54.321,245.239
0.132,-0.240,0.257,-48.523,-50.049,254.089
0.024,-0.208,0.269,-47.913,-41.626,261.353
-0.057,-0.171,0.271,-43.640,-33.264,265.259
-0.133,-0.143,0.275,-38.574,-20.935,268.494
-0.249,-0.136,0.270,-37.720,-5.310,270.508
-0.387,-0.124,0.248,-42.847,8.362,268.494
-0.488,-0.089,0.192,-51.575,18.433,264.893
-0.558,-0.057,0.123,-59.692,24.963,261.169
-0.589,0.007,0.044,-61.584,28.442,257.446
-0.609,0.066,-0.011,-56.396,32.715,253.662
-0.650,0.083,-0.034,-46.265,37.781,250.183
-0.693,0.115,-0.040,-33.936,42.603,247.131
-0.738,0.153,-0.062,-22.095,48.706,245.972
-0.804,0.210,-0.107,-13.123,56.702,247.070
-0.902,0.311,-0.156,-5.920,61.768,249.634
-1.043,0.423,-0.156,3.296,60.486,251.038
-1.223,0.532,-0.089,15.381,51.636,246.643
-1.355,0.660,0.027,26.855,41.626,233.765
-1.419,0.772,0.148,33.386,34.058,213.806
-1.370,0.808,0.246,33.569,30.151,190.979
-1.291,0.811,0.325,30.090,33.142,171.875
-1.219,0.789,0.361,22.705,41.260,158.691
-1.150,0.796,0.345,10.071,51.331,146.912
-1.112,0.826,0.279,-5.615,57.251,135.376
-1.139,0.899,0.169,-19.775,56.519,126.709
-1.201,0.970,0.072,-27.954,53.589,122.009
-1.271,1.016,0.009,-30.090,49.561,116.455
-1.306,1.034,-0.018,-29.114,42.725,105.225
-1.292,1.032,-0.025,-27.283,33.630,90.881
-1.262,1.035,-0.010,-25.879,23.560,78.552
-1.227,1.030,0.006,-26.794,11.963,69.153
-1.176,1.017,0.018,-28.870,1.221,62.378
-1.177,1.043,0.045,-30.273,-4.028,59.448
-1.201,1.088,0.064,-31.677,-3.418,56.763
-1.228,1.114,0.051,-33.691,0.488,49.927
-1.239,1.112,0.026,-35.339,6.165,40.222
-1.231,1.098,-0.012,-36.072,12.207,30.212
-1.318,1.211,-0.045,-35.767,15.381,22.888
-1.189,0.956,-0.092,-37.109,12.695,18.433
-1.686,2.030,-0.119,-40.344,5.371,7.629
-2.106,1.314,0.143,-37.170,-3.235,26.306
-1.555,1.190,-0.094,-50.659,-22.888,-16.418
-0.961,1.073,-0.341,-56.519,-25.208,-72.632
-0.725,0.845,-0.405,-45.410,-4.517,-86.121
-0.677,0.926,-0.448,-32.654,9.094,-70.251
-0.728,0.825,-0.412,-11.292,10.437,-37.903
-0.831,0.900,-0.337,8.850,5.859,-22.400
-1.045,1.076,-0.156,24.536,0.732,-20.203
-1.062,0.973,0.067,34.058,-2.930,-23.682
1.501,-0.988,-0.012,-57.800,30.701,-45.776
1.978,-0.816,-0.163,-59.143,35.645,-26.184
2.957,-0.055,-0.693,-56.946,29.602,-16.968
2.333,-0.370,-0.432,-46.753,21.179,-5.310
1.850,-0.147,-0.442,-52.734,24.963,1.038
1.597,0.034,-0.418,-43.396,5.859,3.479
1.172,-0.039,-0.154,-17.456,-20.996,-1.770
1.050,-0.112,0.039,6.958,-32.776,-21.851
1.152,-0.249,0.236,31.311,-34.912,-39.795
1.124,-0.377,0.452,46.265,-27.222,-44.800
1.127,-0.458,0.618,43.823,-16.052,-41.077
1.199,-0.453,0.619,26.672,-7.690,-31.433
1.193,-0.366,0.533,5.615,-4.272,-16.174
1.138,-0.266,0.454,-10.132,-3.540,0.305
1.080,-0.168,0.353,-19.775,-3.479,13.367
1.024,-0.075,0.205,-25.391,-2.136,21.362
1.008,-0.010,0.061,-26.855,0.610,24.170
